@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1270,'2019/09/24 11:26:31:406',14,-15526891,-11187643,-2760990,-7879980,-9202263,-10852747,-14144979,-15067112,-13882321,-14606046,-15197407,-9340021,-2299672,-4655365,-9599847,-10524292,-14408408,-15132906,-13751250,-14672096,-14999252,-5260856,-1900546,-5573122,-9138523,-10656139,-14803166,-15330028,-13948628,-14803939,-15130064,-4470314,-3014914,-6493954,-10389615,-11577499,-14605787,-15198184,-14014938,-14870249,-15459032,-12624264,-11306864,-11502694,-12299933,-12103326,-12630962,-13552836,-13686742,-13950947,-14997704,-2692880,-5311494,-8139279,-11379091,-12103584,-13289409,-14079183,-13884894,-14016999,-14734532,-2692369,-4981506,-7612942,-10916221,-11970971,-15856115,-16185079,-15331314,-14673644,-14803164,-3489358,-5177858,-7547668,-10916222,-11905696,-16185336,-16777213,-16777216,-16711422,-13620697,-1315101,-6166546,-9658700,-11706772,-12170416,-16448251,-16777213,-16777216,-16777214,-12042443,-2563104,-8862253,-9061162,-11771282,-12433333,-16514045,-16777214,-16777215,-16776958,1
1271,'2019/09/24 11:26:31:439',14,-15461355,-10268599,-3023647,-8076588,-9136471,-10983821,-14276307,-14738406,-14013649,-14868703,-15131871,-8814964,-2365466,-4720901,-9599591,-10655365,-14539736,-14607848,-13817298,-14935010,-14999252,-5063992,-1966081,-5638658,-9007197,-10787212,-14934495,-14870505,-14079957,-15132132,-15064529,-4338985,-3014914,-6559490,-10258545,-11708827,-14736859,-14869989,-14146266,-15067370,-15524825,-12361607,-11503729,-11634020,-12168860,-12234653,-12762289,-13290178,-13752279,-14410211,-15063240,-2627088,-5442566,-8139535,-11247762,-12169121,-13420481,-13750990,-13950430,-14410728,-14734533,-2561296,-5112578,-7678734,-10785150,-12036762,-15921908,-16053494,-15462386,-15198700,-14868443,-2963009,-5243394,-7547668,-10719359,-12037023,-16316665,-16777214,-16777216,-16711421,-13620951,-1117461,-6363410,-9789771,-11510164,-12302001,-16514044,-16777214,-16777216,-16777213,-12173257,-2365723,-8993582,-9192490,-11574417,-12630198,-16579838,-16777215,-16777215,-16776957,1
1272,'2019/09/24 11:26:31:473',14,-15198441,-10925245,-3023649,-7748652,-9202264,-11049358,-14144979,-14869991,-14210770,-14671581,-14868957,-9142902,-2497052,-4720901,-9665384,-10655366,-14408408,-14870505,-14079957,-14672096,-14670804,-5063991,-1966081,-5573122,-9138525,-10852748,-14803167,-15133163,-14277079,-14738147,-14736080,-4273192,-3080450,-6494210,-10389617,-11774364,-14539995,-15066855,-14343387,-14804713,-15130839,-12558471,-11569264,-11436901,-12299933,-12300190,-12565425,-13421507,-14080727,-13885155,-14603719,-2561295,-5442566,-8074000,-11313556,-12234657,-13223617,-13882319,-14278624,-13820134,-14340546,-2561040,-5112578,-7547663,-10850686,-12168090,-15856371,-16119286,-15790579,-14476522,-14408665,-3160653,-5308930,-7482133,-10850686,-12102560,-16250872,-16777214,-16777215,-16711422,-12832979,-1248793,-6428947,-9658700,-11641236,-12433329,-16448251,-16777215,-16777215,-16777214,-11188418,-2562847,-8993838,-8995883,-11705746,-12761526,-16514045,-16777215,-16777214,-16777214,1
1273,'2019/09/24 11:26:31:506',14,-15526891,-10924725,-2826526,-7879980,-9267799,-10852749,-14210772,-15001320,-13816784,-14737374,-15131871,-9142899,-2233880,-4786437,-9731176,-10458758,-14474200,-15067370,-13554385,-14737889,-15064788,-5194807,-1900802,-5638658,-9204061,-10655884,-14868959,-15264491,-13882835,-14869732,-15130065,-4338728,-3014914,-6559746,-10455153,-11643036,-14605787,-15132647,-13949144,-14936041,-15524824,-12624007,-11306864,-11568228,-12299933,-12103326,-12696753,-13553091,-13621206,-14147556,-15128521,-2626830,-5377030,-8205328,-11313555,-12103329,-13354945,-14013647,-13819102,-14148071,-14799811,-2561040,-5047042,-7613199,-10850942,-11905435,-15921907,-16185079,-15199986,-14804972,-14933981,-3291977,-5177858,-7547925,-10916222,-11840160,-16251129,-16777213,-16777216,-16711421,-13620953,-1249307,-6232339,-9855564,-11641236,-12105136,-16514044,-16777214,-16777216,-16777213,-12042188,-2563102,-8731437,-9192748,-11640210,-12433589,-16579837,-16777213,-16777215,-16776957,1
1274,'2019/09/24 11:26:31:540',14,-15395562,-10268343,-3089185,-8011052,-9136471,-10983821,-14210772,-14607334,-14144978,-14934238,-15000542,-8749173,-2431259,-4720901,-9534312,-10655366,-14539736,-14607847,-13948627,-14869218,-14867923,-4997943,-1966081,-5638658,-9138269,-10787212,-14868959,-14936041,-14145750,-15066596,-14998736,-4207656,-3080450,-6559746,-10324080,-11774364,-14671323,-14869990,-14212058,-15067370,-15393495,-12361351,-11569520,-11633764,-12168861,-12300191,-12696754,-13224387,-13883607,-14344420,-14931911,-2495759,-5442566,-8139536,-11182227,-12300193,-13420481,-13750734,-14081759,-14345190,-14603202,-2495247,-5112578,-7613199,-10785151,-12037019,-15921908,-16053494,-15593714,-15133164,-14737114,-2831423,-5308930,-7547925,-10654078,-12037024,-16316665,-16777214,-16777216,-16711165,-13423572,-1117203,-6428947,-9855307,-11509908,-12367538,-16514044,-16777214,-16777215,-16777212,-11910339,-2431515,-8993838,-9192491,-11508882,-12695990,-16579837,-16777215,-16777214,-16777213,1
1275,'2019/09/24 11:26:31:576',14,-15263977,-11187645,-2892320,-7748908,-9202263,-10983820,-14013907,-14935784,-14210514,-14605789,-14868958,-9274230,-2431515,-4589829,-9665383,-10655365,-14342616,-14936042,-14014164,-14541024,-14736339,-5129528,-1966081,-5573122,-9204061,-10787212,-14737630,-15198699,-14277078,-14738146,-14801616,-4404264,-3014914,-6493954,-10455152,-11708828,-14539994,-15132647,-14277595,-14738920,-15196375,-12624263,-11569264,-11436901,-12365469,-12234655,-12499633,-13487300,-13949399,-13819363,-14603975,-2627087,-5377030,-8139279,-11313554,-12234657,-13158081,-14013647,-14212831,-13820134,-14406083,-2692112,-5112578,-7547407,-10850941,-12102299,-15856115,-16185079,-15725043,-14410986,-14474458,-3357775,-5308930,-7416596,-10916222,-12036768,-16185336,-16777214,-16777215,-16711421,-13029589,-1314587,-6297874,-9527627,-11706772,-12367537,-16448251,-16777215,-16777215,-16777214,-11319750,-2628640,-8993582,-9061163,-11705745,-12695733,-16514045,-16777214,-16777214,-16777214,1
1276,'2019/09/24 11:26:31:609',14,-15527148,-10728119,-2826526,-8011307,-9136727,-10852749,-14276052,-14935783,-13816528,-14737630,-15197409,-9142901,-2234136,-4720901,-9599591,-10524037,-14473944,-15001577,-13554385,-14803426,-15065046,-5195320,-1900801,-5638658,-9138267,-10656140,-14868703,-15198699,-13817299,-14935268,-15195601,-4404522,-2949378,-6494210,-10324080,-11511964,-14671323,-15132647,-13818072,-15001578,-15524824,-12558470,-11372401,-11633765,-12299933,-12168863,-12762288,-13487044,-13555414,-14213348,-15129032,-2692623,-5311494,-8204815,-11313554,-12103328,-13354945,-14013390,-13753566,-14213863,-14931139,-2626832,-5047042,-7613198,-10850685,-11905434,-15921907,-16119543,-15199986,-15001837,-14999773,-3291976,-5177858,-7547668,-10850685,-11840159,-16251128,-16777213,-16777216,-16711421,-13817819,-1183771,-6232083,-9789771,-11575701,-12170416,-16514044,-16777214,-16777216,-16777214,-12305101,-2431773,-8796974,-9126954,-11705489,-12433332,-16579837,-16777215,-16777215,-16776957,1
1277,'2019/09/24 11:26:31:643',14,-15329770,-10531002,-3023650,-7945516,-9136472,-11049613,-14210515,-14672870,-14210770,-14868446,-15000286,-8946037,-2497052,-4720901,-9468520,-10720902,-14473944,-14542312,-14014420,-14869217,-14933203,-5063992,-1966338,-5573122,-9072732,-10787467,-14868703,-14870506,-14277080,-15001060,-14998480,-4273449,-3014913,-6559490,-10324080,-11708828,-14671323,-14869990,-14277595,-15001577,-15327703,-12361864,-11635056,-11568229,-12168861,-12300191,-12696497,-13224388,-13949400,-14278883,-14800839,-2627088,-5442566,-8139535,-11182227,-12300192,-13354945,-13685454,-14212831,-14279398,-14537667,-2561297,-5112578,-7612942,-10719614,-12102555,-15921907,-16053494,-15725043,-15132908,-14540250,-2897474,-5243394,-7547668,-10784894,-12037023,-16250872,-16777214,-16777215,-16711421,-13226708,-1182740,-6428947,-9724234,-11510164,-12433073,-16514044,-16777215,-16777215,-16777212,-11647939,-2431259,-9059374,-9126698,-11508882,-12826806,-16579837,-16777215,-16777214,-16776958,1
1278,'2019/09/24 11:26:31:676',14,-15329770,-11187900,-2826783,-7748907,-9267800,-10983822,-14079443,-15066856,-14079441,-14606045,-15000286,-9274229,-2365723,-4655365,-9731176,-10655365,-14342872,-15067370,-13882835,-14541024,-14802132,-5195064,-1900545,-5573122,-9204060,-10787212,-14803167,-15264492,-14145750,-14738146,-14867408,-4404265,-3014914,-6559746,-10389617,-11708572,-14605530,-15132648,-14212058,-14739176,-15262167,-12689799,-11438193,-11437157,-12299933,-12234654,-12565425,-13552836,-13883607,-13819619,-14735303,-2692623,-5377030,-8139535,-11379091,-12234656,-13223616,-14079183,-14147039,-13754598,-14471875,-2626832,-5112578,-7612943,-10916222,-12036763,-15856115,-16185079,-15593714,-14410731,-14540250,-3423566,-5243394,-7482132,-10916222,-11971487,-16185336,-16777215,-16777215,-16711422,-13161174,-1314845,-6297874,-9658699,-11641492,-12236209,-16448251,-16777214,-16777215,-16777214,-11451592,-2628640,-8928046,-9061418,-11706002,-12695477,-16514045,-16777215,-16777215,-16776958,1
1279,'2019/09/24 11:26:31:708',14,-15527147,-10464947,-2957855,-8011051,-9202263,-10852749,-14276307,-14804455,-13882064,-14803167,-15197408,-8945778,-2233880,-4786437,-9599847,-10589574,-14539737,-14870248,-13619921,-14934753,-15130580,-5063735,-1966338,-5704194,-9138524,-10656140,-14868960,-15132906,-13882836,-15001061,-15261136,-4273192,-3014914,-6559746,-10324081,-11643036,-14671580,-15001318,-13949144,-15067370,-15590360,-12492678,-11437936,-11699300,-12234398,-12168862,-12762290,-13355971,-13621205,-14344420,-15128776,-2626831,-5377030,-8205328,-11313554,-12103329,-13420737,-13882319,-13819103,-14344935,-14800323,-2561039,-5112578,-7678735,-10785405,-11905691,-15922164,-16119286,-15265521,-15133165,-14934236,-3094596,-5243394,-7613461,-10916221,-11905696,-16316665,-16777213,-16777215,-16711421,-13817560,-1183255,-6232339,-9855563,-11510165,-12170674,-16514044,-16777214,-16777216,-16777213,-12239050,-2431516,-8796974,-9258027,-11639954,-12564406,-16579838,-16777214,-16777215,-16776957,1
1280,'2019/09/24 11:26:31:742',14,-15263977,-10596793,-3089442,-7879979,-9136728,-10918541,-14210515,-14673127,-14276306,-14737374,-14868958,-8880501,-2497052,-4655365,-9534312,-10655620,-14473944,-14673384,-14079957,-14803425,-14670804,-4932664,-1966338,-5573122,-9072988,-10787468,-14868703,-14936042,-14342615,-14935268,-14867151,-4141865,-3080450,-6559490,-10389618,-11774364,-14671322,-14935526,-14343387,-14936041,-15196375,-12492679,-11569520,-11502693,-12234143,-12365726,-12565425,-13290179,-14014936,-14147555,-14669511,-2495759,-5442566,-8139535,-11247763,-12300193,-13289409,-13816526,-14278367,-14148071,-14340802,-2495503,-5178114,-7613199,-10785405,-12168091,-15921907,-16119286,-15790579,-14870507,-14408921,-2897477,-5374466,-7482389,-10719615,-12037280,-16251129,-16777214,-16777215,-16711421,-12898514,-1182741,-6363410,-9658699,-11510165,-12433330,-16448508,-16777215,-16777215,-16777213,-11319488,-2562588,-9059374,-9061419,-11639953,-12827062,-16579581,-16777214,-16777214,-16777213,1
1281,'2019/09/24 11:26:31:777',14,-15395562,-11187643,-2760990,-7748908,-9202263,-10918284,-14079443,-15001577,-14013649,-14605790,-15065823,-9274229,-2365465,-4720901,-9665383,-10524037,-14408408,-15132906,-13751506,-14606560,-14933460,-5195063,-1835266,-5573122,-9138524,-10656140,-14737630,-15330028,-14014421,-14738146,-14933200,-4338729,-2949378,-6493954,-10389617,-11577500,-14540250,-15198184,-14080730,-14804456,-15393240,-12689543,-11372655,-11502693,-12299934,-12168862,-12630705,-13552836,-13818070,-13819619,-14866375,-2692367,-5377030,-8139535,-11313555,-12168864,-13289153,-14079184,-14015966,-13820134,-14602947,-2626576,-5047042,-7613199,-10916477,-11905690,-15856371,-16185079,-15462386,-14476523,-14671580,-3423564,-5177858,-7482132,-10916222,-11905696,-16185336,-16777214,-16777215,-16711422,-13358041,-1314845,-6297618,-9724235,-11772307,-12170672,-16448251,-16777214,-16777215,-16777214,-11713993,-2628640,-8796973,-9061419,-11836561,-12564404,-16514045,-16777214,-16711678,-16777214,1
1282,'2019/09/24 11:26:31:806',14,-15461355,-10333877,-2957855,-8011308,-9070935,-10918284,-14276051,-14738662,-13947857,-14868703,-15131871,-8946034,-2299674,-4720901,-9534056,-10589828,-14539480,-14739176,-13685715,-14934754,-15064789,-5129528,-1900546,-5573378,-9138269,-10721676,-14868959,-15001578,-13948629,-15066596,-15130321,-4273449,-2949378,-6559746,-10258289,-11643035,-14671323,-14935782,-14014937,-15067370,-15524824,-12427142,-11438193,-11633765,-12168605,-12169118,-12762289,-13290178,-13686742,-14344676,-15128776,-2627088,-5377030,-8205071,-11182227,-12169121,-13420737,-13816526,-13884638,-14410727,-14865604,-2561296,-5112578,-7678478,-10654078,-11971226,-15921907,-16053750,-15331314,-15198701,-14868700,-3029059,-5177858,-7547668,-10719358,-11905695,-16251129,-16777214,-16777216,-16711421,-13686744,-1117718,-6297874,-9789770,-11575444,-12170673,-16514044,-16777214,-16777216,-16777213,-12304586,-2365723,-8862510,-9192490,-11508882,-12564405,-16579837,-16777215,-16777215,-16776957,1
1283,'2019/09/24 11:26:31:840',14,-15198441,-10990781,-3023649,-7814444,-9202007,-10983821,-14144723,-14804200,-14210771,-14671581,-14868957,-9143157,-2497053,-4655365,-9599591,-10655366,-14342615,-14739177,-14145493,-14672096,-14671059,-5129529,-1966081,-5507586,-9138268,-10787211,-14803166,-15001835,-14342871,-14803938,-14801872,-4273450,-3080450,-6428418,-10324081,-11774363,-14605530,-14935783,-14343388,-14870249,-15130839,-12558470,-11634799,-11502436,-12299677,-12300190,-12630705,-13355716,-14014936,-14016227,-14669255,-2692623,-5377030,-8073743,-11182483,-12300192,-13158081,-13816526,-14278623,-14016743,-14340547,-2626833,-5112578,-7547406,-10719614,-12167834,-15856114,-16119286,-15856115,-14673386,-14343129,-3095113,-5374466,-7416596,-10850685,-12037024,-16185336,-16777214,-16777215,-16711422,-12898771,-1183256,-6428690,-9592906,-11510163,-12433074,-16448251,-16777215,-16777215,-16777214,-11319746,-2497054,-9059374,-8995626,-11574418,-12761524,-16514045,-16777215,-16777214,-16777213,1
1284,'2019/09/24 11:26:31:872',14,-15461355,-11056313,-2826526,-7879979,-9202263,-10918029,-14144979,-15067112,-13882320,-14671838,-15131615,-9274228,-2299673,-4720901,-9665383,-10458501,-14408408,-15132906,-13620178,-14672352,-15064788,-5195320,-1900802,-5573122,-9138524,-10655884,-14803167,-15264491,-13883092,-14869475,-15064528,-4404521,-2949378,-6494210,-10389616,-11577499,-14605787,-15132648,-13949401,-14870249,-15459032,-12689798,-11306865,-11568229,-12365468,-12168863,-12696497,-13552836,-13621206,-13950947,-14997703,-2692624,-5377030,-8205071,-11313555,-12103329,-13289409,-14079183,-13884894,-13885927,-14734276,-2626833,-5047042,-7613199,-10850686,-11970970,-15856371,-16185079,-15265522,-14607852,-14868444,-3357770,-5177858,-7482132,-10850686,-11905695,-16250872,-16777213,-16777216,-16711422,-13620697,-1314845,-6232082,-9724235,-11707028,-12170417,-16448251,-16777214,-16777216,-16777214,-11976653,-2563104,-8731438,-9126698,-11771280,-12564405,-16514045,-16777214,-16777215,-16777214,1
1285,'2019/09/24 11:26:31:906',14,-15395562,-10202549,-3089184,-8011052,-9136727,-10918541,-14276307,-14607334,-14013649,-14934239,-15066079,-8814707,-2365466,-4786437,-9468776,-10589829,-14539736,-14673127,-13817043,-14935010,-14999252,-4998199,-1966338,-5638658,-9072989,-10787213,-14934496,-14936041,-14079958,-15066596,-15064527,-4207656,-3014914,-6625282,-10324080,-11708828,-14671323,-14869990,-14146266,-15067370,-15459031,-12426886,-11503728,-11634021,-12168605,-12234655,-12762290,-13224386,-13818071,-14344676,-14997703,-2561294,-5377030,-8205327,-11182482,-12234657,-13420737,-13750734,-14016222,-14410727,-14799810,-2495503,-5112578,-7678735,-10719613,-12036763,-15922164,-16053494,-15528178,-15198701,-14802907,-2831937,-5243394,-7547925,-10719358,-11971488,-16316665,-16777214,-16777215,-16711421,-13489621,-1117204,-6363410,-9790028,-11509908,-12302002,-16514044,-16777214,-16777215,-16777213,-12041925,-2431259,-8928046,-9192491,-11574418,-12695734,-16579837,-16777214,-16777214,-16776956,1
1286,'2019/09/24 11:26:31:939',14,-15198440,-11056316,-3023648,-7814188,-9202264,-11049357,-14144979,-14869991,-14210514,-14605789,-14737885,-9142901,-2497051,-4655365,-9665384,-10655365,-14408408,-14870505,-14079955,-14606560,-14670802,-5063735,-1966338,-5573122,-9204061,-10787212,-14803167,-15198699,-14277079,-14803683,-14736079,-4272936,-3080450,-6559490,-10389617,-11708828,-14605531,-15067111,-14277851,-14804456,-15130838,-12558471,-11503728,-11436901,-12299933,-12300190,-12499633,-13421508,-14014936,-13885155,-14603718,-2561294,-5442566,-8074000,-11313555,-12300193,-13158081,-13947854,-14213087,-13885671,-14275009,-2626575,-5178114,-7547663,-10785406,-12102554,-15856371,-16119287,-15790579,-14476522,-14343128,-3160395,-5308930,-7416853,-10850686,-12037023,-16250872,-16777214,-16777215,-16711422,-12767187,-1248792,-6363410,-9593163,-11641236,-12367793,-16448251,-16777214,-16777215,-16777214,-11122883,-2694175,-9124654,-9061163,-11705489,-12761525,-16514045,-16777214,-16777214,-16777214,1
1287,'2019/09/24 11:26:31:975',14,-15526891,-10924726,-2826527,-7945516,-9202263,-10852748,-14210771,-15001320,-13816529,-14737374,-15131871,-9142899,-2234136,-4655365,-9599848,-10458501,-14473944,-15067369,-13554385,-14737889,-15064788,-5129527,-1900802,-5638658,-9073244,-10590348,-14803167,-15264491,-13817300,-14935268,-15195600,-4338728,-3014914,-6559746,-10389617,-11643036,-14605787,-15132647,-13883609,-14936041,-15524824,-12624006,-11306865,-11568229,-12299933,-12168862,-12696754,-13487300,-13621206,-14147555,-15063240,-2561295,-5377030,-8139535,-11313554,-12103328,-13354945,-14013647,-13753567,-14148071,-14800067,-2561040,-5047042,-7613199,-10916222,-11905434,-15921907,-16185079,-15199986,-14870508,-14868701,-3291718,-5177858,-7547924,-10850686,-11774624,-16250873,-16777213,-16711680,-16711165,-13620953,-1249307,-6232083,-9724492,-11641236,-12105137,-16448507,-16777214,-16777216,-16777214,-12107979,-2563102,-8731182,-9126955,-11771281,-12433333,-16579837,-16777214,-16711679,-16776958,1
1288,'2019/09/24 11:26:32:009',14,-15526891,-10924726,-2826527,-7945516,-9202263,-10852748,-14210771,-15001320,-13816529,-14737374,-15131871,-9142899,-2234136,-4655365,-9599848,-10458501,-14473944,-15067369,-13554385,-14737889,-15064788,-5129527,-1900802,-5638658,-9073244,-10590348,-14803167,-15264491,-13817300,-14935268,-15195600,-4338728,-3014914,-6559746,-10389617,-11643036,-14605787,-15132647,-13883609,-14936041,-15524824,-12624006,-11306865,-11568229,-12299933,-12168862,-12696754,-13487300,-13621206,-14147555,-15063240,-2561295,-5377030,-8139535,-11313554,-12103328,-13354945,-14013647,-13753567,-14148071,-14800067,-2561040,-5047042,-7613199,-10916222,-11905434,-15921907,-16185079,-15199986,-14870508,-14868701,-3291718,-5177858,-7547924,-10850686,-11774624,-16250873,-16777213,-16711680,-16711165,-13620953,-1249307,-6232083,-9724492,-11641236,-12105137,-16448507,-16777214,-16777216,-16777214,-12107979,-2563102,-8731182,-9126955,-11771281,-12433333,-16579837,-16777214,-16711679,-16776958,1
1289,'2019/09/24 11:26:32:042',14,-15264233,-11187901,-2892318,-7748907,-9202008,-10918285,-14079187,-15001320,-14079442,-14605789,-14868959,-9340021,-2496795,-4589573,-9665383,-10655364,-14342615,-15001834,-14014164,-14540768,-14736595,-5195321,-1900545,-5573122,-9138268,-10787212,-14737374,-15198955,-14211542,-14738146,-14801872,-4404522,-3014914,-6493954,-10389360,-11708572,-14539994,-15132648,-14277595,-14673384,-15130839,-12624263,-11503728,-11436901,-12299933,-12234654,-12565169,-13487044,-13949399,-13754083,-14669511,-2692623,-5377030,-8073743,-11313554,-12169120,-13158080,-13948111,-14212830,-13754598,-14406339,-2692369,-5112578,-7547406,-10850686,-12036762,-15790578,-16185079,-15725043,-14410986,-14474458,-3358030,-5243394,-7416595,-10850687,-11971487,-16185336,-16777214,-16777216,-16711422,-13095382,-1249308,-6363154,-9592906,-11575956,-12301744,-16448251,-16777214,-16777215,-16777214,-11385799,-2628640,-9059373,-8995626,-11771024,-12695477,-16514045,-16777214,-16777214,-16777213,1
1290,'2019/09/24 11:26:32:076',14,-15592684,-10662582,-2826527,-8011052,-9070936,-10852748,-14210515,-14935528,-13816528,-14803167,-15197408,-9142901,-2234137,-4720901,-9599591,-10524037,-14473944,-15001577,-13554385,-14803681,-15130581,-5195320,-1900546,-5638658,-9203803,-10655884,-14868703,-15198699,-13817300,-15000804,-15195857,-4404521,-2949378,-6559490,-10389360,-11511964,-14671323,-15067111,-13883609,-15001578,-15590360,-12558471,-11307121,-11633764,-12234397,-12168862,-12762289,-13487042,-13555414,-14147812,-15063496,-2692624,-5377030,-8139535,-11247761,-12103328,-13354946,-13947855,-13753566,-14279399,-14865860,-2626833,-5047042,-7612943,-10785150,-11905434,-15921907,-16119287,-15199985,-15001836,-14999773,-3226180,-5177858,-7482132,-10785151,-11840159,-16251128,-16777213,-16777215,-16711421,-13817817,-1183514,-6232082,-9724235,-11575699,-12105136,-16448508,-16777214,-16777216,-16777213,-12239564,-2431517,-8796974,-9126955,-11639954,-12498869,-16579837,-16777214,-16777215,-16776957,1
1291,'2019/09/24 11:26:32:110',14,-15264488,-10334648,-3089441,-7879980,-9005912,-10918796,-14210771,-14476774,-14145490,-14803421,-14869469,-8814964,-2431260,-4655365,-9469032,-10655621,-14474200,-14542568,-14080211,-14803937,-14737107,-4932663,-1966338,-5573122,-9007452,-10721933,-14868959,-14739690,-14211798,-14935523,-14802127,-4207656,-3014914,-6428674,-10258801,-11709084,-14606042,-14804710,-14212570,-14936297,-15197142,-12361862,-11504240,-11502948,-12103325,-12234910,-12696752,-13159107,-13949655,-14148067,-14670023,-2561295,-5442566,-8074255,-11116947,-12300448,-13289664,-13685454,-14147552,-14148582,-14406849,-2495504,-5112578,-7547663,-10654335,-12037018,-15921907,-16053750,-15725043,-14936555,-14474968,-2832197,-5308930,-7482388,-10654078,-11971743,-16316665,-16711676,-16711678,-16645883,-13030355,-1182741,-6428946,-9658955,-11444627,-12302513,-16514043,-16646141,-16646141,-16646138,-11386050,-2431515,-8928557,-8995883,-11443601,-12696246,-16579837,-16515068,-16646139,-16646137,1
1292,'2019/09/24 11:26:32:146',14,-15264746,-11056827,-2826783,-7814444,-9136985,-10853006,-14079700,-14936296,-13948624,-14475229,-14935006,-9143412,-2365465,-4655365,-9600105,-10459014,-14343128,-15002090,-13817554,-14475744,-14737107,-5063991,-1900545,-5573122,-9138782,-10656141,-14737887,-15264747,-14080468,-14672866,-14802129,-4273193,-3014914,-6494210,-10324339,-11577758,-14605787,-15132904,-14146522,-14673896,-15196888,-12624519,-11372656,-11371621,-12300190,-12169119,-12499890,-13487558,-13818583,-13689059,-14670023,-2561295,-5377030,-8074256,-11313812,-12103586,-13158337,-14013903,-14016479,-13689574,-14406596,-2626576,-5047042,-7482127,-10785407,-11905692,-15856371,-16185079,-15528434,-14345963,-14540507,-3292494,-5243394,-7482389,-10785408,-11840417,-16251128,-16711676,-16711678,-16580348,-13030358,-1314844,-6232338,-9593420,-11575958,-12171186,-16448506,-16580603,-16580605,-16580603,-11320775,-2694433,-8862510,-8930348,-11640466,-12564918,-16514301,-16580602,-16580602,-16580601,1
